date,week,time_of_day,enclosure,taxon,counts,num_lengths,avg_length_um,sd_length_um,avg_length_mm,sd_length_mm,conversion_factor,counts/L
10.05.2023,3,D,E09,C. Spp.,1,1,1101.8,0,1.1018,0,10.93926438,0.091413825
10.05.2023,3,D,E09,B.c.,1,1,558.4,0,0.5584,0,10.93926438,0.091413825
10.05.2023,3,D,E09,B.l.,6,6,283.55,36.9864705,0.28355,0.03698647,10.93926438,0.54848295
10.05.2023,3,D,E10,N,310,100,194.824,61.27751927,0.194824,0.061277519,2.425284396,127.8200612
10.05.2023,3,D,E10,Eud. Cop.,112,100,473.573,68.74300384,0.473573,0.068743004,2.425284396,46.18015116
10.05.2023,3,D,E10,cyclo. Cop.,92,92,490.398913,127.8344444,0.490398913,0.127834444,2.425284396,37.93369559
10.05.2023,3,D,E10,E.g.,70,70,799.2971429,95.23885301,0.799297143,0.095238853,2.425284396,28.86259447
10.05.2023,3,D,E10,B.l.,18,18,319.15,49.62799554,0.31915,0.049627996,2.425284396,7.421810007
10.05.2023,3,D,E10,C. Spp.,2,2,1027.9,294.4392637,1.0279,0.294439264,2.425284396,0.824645556
10.05.2023,3,D,E10,B.c.,2,2,445.15,75.44829355,0.44515,0.075448294,2.425284396,0.824645556
10.05.2023,3,D,E10,D. longispina,1,1,1131.6,0,1.1316,0,2.425284396,0.412322778
10.05.2023,3,D,E10,Diaphanosoma,1,1,365,0,0.365,0,2.425284396,0.412322778
10.05.2023,3,D,E10,Chid. Sphaericus,1,1,312,0,0.312,0,2.425284396,0.412322778
10.05.2023,3,D,E12,N,103,100,206.455,63.44769479,0.206455,0.063447695,3.88003029,26.54618451
10.05.2023,3,D,E12,Eud. Cop.,105,100,452.365,58.02513279,0.452365,0.058025133,3.88003029,27.06164441
10.05.2023,3,D,E12,cyclo. Cop.,66,66,544.3727273,115.9010115,0.544372727,0.115901012,3.88003029,17.01017648
10.05.2023,3,D,E12,E.g.,27,27,760.8777778,96.52143777,0.760877778,0.096521438,3.88003029,6.958708562
10.05.2023,3,D,E12,C. Spp.,6,6,860.6333333,75.10650216,0.860633333,0.075106502,3.88003029,1.54637968
10.05.2023,3,D,E12,B.c.,1,1,351.8,0,0.3518,0,3.88003029,0.257729947
10.05.2023,3,D,E14,N,255,100,230.137,58.7968041,0.230137,0.058796804,7.83844503,32.53196253
10.05.2023,3,D,E14,E.g.,85,85,792,77.47480697,0.792,0.077474807,7.83844503,10.84398751
10.05.2023,3,D,E14,Eud. Cop.,201,100,536.476,89.00909399,0.536476,0.089009094,7.83844503,25.64284105
10.05.2023,3,D,E14,cyclo. Cop.,46,46,570.4521739,118.1735122,0.570452174,0.118173512,7.83844503,5.868510887
10.05.2023,3,D,E14,B.c.,2,2,515.55,74.74118677,0.51555,0.074741187,7.83844503,0.255152647
10.05.2023,3,D,E14,Chid. Sphaericus,1,1,383.8,0,0.3838,0,7.83844503,0.127576324
10.05.2023,3,D,E16,N,164,100,193.017,53.1224392,0.193017,0.053122439,3.301105136,49.68033227
10.05.2023,3,D,E16,Eud. Cop.,123,100,469.493,68.11905688,0.469493,0.068119057,3.301105136,37.2602492
10.05.2023,3,D,E16,E.g.,56,56,811.4214286,112.8601898,0.811421429,0.11286019,3.301105136,16.9640159
10.05.2023,3,D,E16,cyclo. Cop.,55,55,520.02,127.689881,0.52002,0.127689881,3.301105136,16.66108704
10.05.2023,3,D,E16,C. Spp.,2,2,1221.9,342.8053675,1.2219,0.342805368,3.301105136,0.605857711
10.05.2023,3,D,E16,B.l.,1,1,433.6,0,0.4336,0,3.301105136,0.302928855
10.05.2023,3,D,E16,Chid. Sphaericus,1,1,484.2,0,0.4842,0,3.301105136,0.302928855
10.05.2023,3,D,E17,N,357,100,211.604,52.38307792,0.211604,0.052383078,7.938452777,44.97097986
10.05.2023,3,D,E17,E.g.,87,87,802.5827586,95.29591026,0.802582759,0.09529591,7.938452777,10.95931442
10.05.2023,3,D,E17,Eud. Cop.,130,100,499.451,84.32028465,0.499451,0.084320285,7.938452777,16.37598707
10.05.2023,3,D,E17,cyclo. Cop.,165,100,567.724,127.6614487,0.567724,0.127661449,7.938452777,20.78490666
10.05.2023,3,D,E17,C. Spp.,20,20,1001.53,115.8450013,1.00153,0.115845001,7.938452777,2.519382625
10.05.2023,3,D,E17,B.c.,1,1,330.3,0,0.3303,0,7.938452777,0.125969131
10.05.2023,3,D,E17,B.l.,4,4,448.75,127.0731154,0.44875,0.127073115,7.938452777,0.503876525
10.05.2023,3,D,E17,Chid. Sphaericus,3,3,265.5333333,27.01561277,0.265533333,0.027015613,7.938452777,0.377907394
10.05.2023,3,D,E18,N,129,100,219.681,61.86028359,0.219681,0.061860284,6.143487478,20.99784535
10.05.2023,3,D,E18,E.g.,90,90,785.6933333,126.0328883,0.785693333,0.126032888,6.143487478,14.64965955
10.05.2023,3,D,E18,Eud. Cop.,165,100,437.846,66.64964998,0.437846,0.06664965,6.143487478,26.85770917
10.05.2023,3,D,E18,cyclo. Cop.,19,19,539.5578947,103.1826984,0.539557895,0.103182698,6.143487478,3.092705905
10.05.2023,3,D,E18,C. Spp.,3,3,944.5,34.82814953,0.9445,0.03482815,6.143487478,0.488321985
10.05.2023,3,D,E18,B.l.,23,23,282.2695652,46.48635611,0.282269565,0.046486356,6.143487478,3.743801885
10.05.2023,3,D,E19,N,428,100,185.239,51.7628643,0.185239,0.051762864,7.131440456,60.01592562
10.05.2023,3,D,E19,E.g.,119,100,777.409,95.06071754,0.777409,0.095060718,7.131440456,16.68667091
10.05.2023,3,D,E19,Eud. Cop.,105,100,424.504,64.15531646,0.424504,0.064155316,7.131440456,14.72353315
10.05.2023,3,D,E19,Alona spp.,2,2,215.4,54.58864351,0.2154,0.054588644,7.131440456,0.280448251
10.05.2023,3,D,E19,cyclo. Cop.,62,62,459.6016129,115.832599,0.459601613,0.115832599,7.131440456,8.693895768
10.05.2023,3,D,E19,C. Spp.,8,8,1054.4,111.7805631,1.0544,0.111780563,7.131440456,1.121793002
10.05.2023,3,D,E23,N,184,100,204.137,53.87858152,0.204137,0.053878582,2.713260371,67.81509137
10.05.2023,3,D,E23,Eud. Cop.,106,100,433.68,58.43854754,0.43368,0.058438548,2.713260371,39.06738959
10.05.2023,3,D,E23,E.g.,99,99,763.7242424,119.3299021,0.763724242,0.119329902,2.713260371,36.48746764
10.05.2023,3,D,E23,cyclo. Cop.,50,50,570.358,124.9774675,0.570358,0.124977468,2.713260371,18.42801396
10.05.2023,3,D,E23,C. Spp.,6,6,860.5833333,144.6577674,0.860583333,0.144657767,2.713260371,2.211361675
10.05.2023,3,D,E23,B.l.,2,2,335.3,54.16437944,0.3353,0.054164379,2.713260371,0.737120558
10.05.2023,3,D,E23,B.c.,1,1,387.7,0,0.3877,0,2.713260371,0.368560279
10.05.2023,3,D,E24,N,118,100,189.161,54.94027776,0.189161,0.054940278,2.854275156,41.34149427
10.05.2023,3,D,E24,cyclo. Cop.,139,100,479.792,102.497708,0.479792,0.102497708,2.854275156,48.69887884
10.05.2023,3,D,E24,Eud. Cop.,64,64,472.6328125,73.96914212,0.472632813,0.073969142,2.854275156,22.42250537
10.05.2023,3,D,E24,E.g.,53,53,770.4509434,129.624589,0.770450943,0.129624589,2.854275156,18.56863726
10.05.2023,3,D,E24,C. Spp.,4,4,922.625,123.2310668,0.922625,0.123231067,2.854275156,1.401406585
10.05.2023,3,D,E24,B.l.,3,3,380.3666667,36.87930766,0.380366667,0.036879308,2.854275156,1.051054939
10.05.2023,3,D,E24,B.c.,2,2,567.65,131.592572,0.56765,0.131592572,2.854275156,0.700703293
10.05.2023,3,D,E24,Alona spp.,1,1,263.2,0,0.2632,0,2.854275156,0.350351646
10.05.2023,3,D,L01,N,258,100,208.127,69.41839604,0.208127,0.069418396,17.49942506,14.74334151
10.05.2023,3,D,L01,E.g.,6,6,844.6,92.61101446,0.8446,0.092611014,17.49942506,0.342868407
10.05.2023,3,D,L01,E.l.,24,24,912.1458333,108.8470046,0.912145833,0.108847005,17.49942506,1.371473629
10.05.2023,3,D,L01,Eud. Cop.,50,50,524.86,103.2959094,0.52486,0.103295909,17.49942506,2.857236728
10.05.2023,3,D,L01,Eur. Cop.,11,11,679.7181818,105.0094074,0.679718182,0.105009407,17.49942506,0.62859208
10.05.2023,3,D,L01,Diaphanosoma,2,2,450.6,13.29360749,0.4506,0.013293607,17.49942506,0.114289469
10.05.2023,3,D,L01,Daphnia longispina,2,2,530.15,79.26667017,0.53015,0.07926667,17.49942506,0.114289469
10.05.2023,3,D,L01,cyclo. Cop.,104,100,518.656,113.277483,0.518656,0.113277483,17.49942506,5.943052393
10.05.2023,3,D,L01,B.c.,30,30,383.47,80.86194344,0.38347,0.080861943,17.49942506,1.714342037
10.05.2023,3,D,L01,B.l.,39,39,311.8615385,58.07792232,0.311861538,0.058077922,17.49942506,2.228644647
17.05.2023,4,D,E01,N,510,100,192.376,49.86913808,0.192376,0.049869138,6.642985631,76.77270859
17.05.2023,4,D,E01,E.g.,112,100,798.158,104.805677,0.798158,0.104805677,6.642985631,16.85988895
17.05.2023,4,D,E01,Eud. Cop.,101,100,530.098,78.04266637,0.530098,0.078042666,6.642985631,15.204007
17.05.2023,4,D,E01,cyclo. Cop.,148,100,555.776,132.0267804,0.555776,0.13202678,6.642985631,22.27913896
17.05.2023,4,D,E01,C. Spp.,23,23,1193.704348,174.2831408,1.193704348,0.174283141,6.642985631,3.462298623
17.05.2023,4,D,E02,N,369,100,196.426,44.78150913,0.196426,0.044781509,6.687158937,55.1803843
17.05.2023,4,D,E02,E.g.,186,100,733.735,94.45763347,0.733735,0.094457633,6.687158937,27.81450266
17.05.2023,4,D,E02,Eud. Cop.,163,100,503.953,60.8056956,0.503953,0.060805696,6.687158937,24.37507491
17.05.2023,4,D,E02,cyclo. Cop.,28,28,561.1964286,145.8352914,0.561196429,0.145835291,6.687158937,4.187129432
17.05.2023,4,D,E02,C. Spp.,8,8,1084.7125,174.9394298,1.0847125,0.17493943,6.687158937,1.196322695
17.05.2023,4,D,E02,B.c.,3,3,346.8666667,48.78620023,0.346866667,0.0487862,6.687158937,0.448621011
17.05.2023,4,D,E02,B.l.,3,3,241.9333333,18.08544535,0.241933333,0.018085445,6.687158937,0.448621011
17.05.2023,4,D,E07,N,263,100,201.401,71.85941591,0.201401,0.071859416,5.674570846,46.34711719
17.05.2023,4,D,E07,E.g.,81,81,777.2962963,94.29231205,0.777296296,0.094292312,5.674570846,14.2742072
17.05.2023,4,D,E07,E.l.,1,1,994.2,0,0.9942,0,5.674570846,0.17622478
17.05.2023,4,D,E07,Eud. Cop.,149,100,445.008,57.44045609,0.445008,0.057440456,5.674570846,26.25749225
17.05.2023,4,D,E07,Alona spp.,1,1,240.3,0,0.2403,0,5.674570846,0.17622478
17.05.2023,4,D,E07,cyclo. Cop.,7,7,532.8142857,165.717706,0.532814286,0.165717706,5.674570846,1.233573461
17.05.2023,4,D,E07,B.l.,1,1,254.6,0,0.2546,0,5.674570846,0.17622478
17.05.2023,4,D,E08,N,83,81,178.3358025,60.6627734,0.178335802,0.060662773,11.67534457,7.1089979
17.05.2023,4,D,E08,E.g.,56,56,801.5553571,131.4030744,0.801555357,0.131403074,11.67534457,4.796432318
17.05.2023,4,D,E08,Eud. Cop.,122,100,450.943,75.98735442,0.450943,0.075987354,11.67534457,10.44937041
17.05.2023,4,D,E08,Alona spp.,2,2,255.55,57.2049386,0.25555,0.057204939,11.67534457,0.171301154
17.05.2023,4,D,E08,cyclo. Cop.,4,3,562.5333333,145.2776078,0.562533333,0.145277608,11.67534457,0.342602308
17.05.2023,4,D,E08,B.l.,78,78,289.0141026,64.18867223,0.289014103,0.064188672,11.67534457,6.680745014
17.05.2023,4,D,E09,N,552,100,188.694,43.01036243,0.188694,0.043010362,24.3094764,22.70719414
17.05.2023,4,D,E09,E.g.,57,57,898.9350877,96.36531588,0.898935088,0.096365316,24.3094764,2.344764612
17.05.2023,4,D,E09,Eud. Cop.,112,100,556.5,125.8450209,0.5565,0.125845021,24.3094764,4.607256781
17.05.2023,4,D,E09,cyclo. Cop.,13,13,470.3615385,127.175309,0.470361538,0.127175309,24.3094764,0.534770876
17.05.2023,4,D,E09,B.l.,13,13,279.0230769,52.56458177,0.279023077,0.052564582,24.3094764,0.534770876
17.05.2023,4,D,E09,Cerio. Quad.,1,1,334.1,0,0.3341,0,24.3094764,0.041136221
17.05.2023,4,D,E10,N,229,100,187.638,58.95348411,0.187638,0.058953484,2.425284396,94.42191621
17.05.2023,4,D,E10,cyclo. Cop.,190,100,513.776,116.1678219,0.513776,0.116167822,2.425284396,78.34132786
17.05.2023,4,D,E10,Eud. Cop.,102,100,440.338,53.17422247,0.440338,0.053174222,2.425284396,42.05692338
17.05.2023,4,D,E10,E.g.,68,68,737.9794118,139.4123868,0.737979412,0.139412387,2.425284396,28.03794892
17.05.2023,4,D,E10,B.l.,15,15,311.2666667,56.96857112,0.311266667,0.056968571,2.425284396,6.184841673
17.05.2023,4,D,E10,C. Spp.,4,4,868.075,76.97174265,0.868075,0.076971743,2.425284396,1.649291113
17.05.2023,4,D,E10,D. longispina,2,2,1052.75,506.359166,1.05275,0.506359166,2.425284396,0.824645556
17.05.2023,4,D,E10,Chid. Sphaericus,3,3,260.7,29.72894213,0.2607,0.029728942,2.425284396,1.236968335
17.05.2023,4,D,E10,Alona spp.,1,1,182.6,0,0.1826,0,2.425284396,0.412322778
17.05.2023,4,D,E10,Diaphanosoma,1,1,679.9,0,0.6799,0,2.425284396,0.412322778
17.05.2023,4,D,E12,N,166,100,201.504,64.17414584,0.201504,0.064174146,7.76006058,21.39158558
17.05.2023,4,D,E12,E.g.,75,75,839.632,117.0573031,0.839632,0.117057303,7.76006058,9.664873003
17.05.2023,4,D,E12,Eud. Cop.,131,100,500.377,76.30323855,0.500377,0.076303239,7.76006058,16.88131151
17.05.2023,4,D,E12,Diaphanosoma,3,3,686.4666667,66.03153287,0.686466667,0.066031533,7.76006058,0.38659492
17.05.2023,4,D,E12,D. longispinpa,1,1,899.2,0,0.8992,0,7.76006058,0.128864973
17.05.2023,4,D,E12,Alona spp.,1,1,589.4,0,0.5894,0,7.76006058,0.128864973
17.05.2023,4,D,E12,cyclo. Cop.,168,100,588.962,116.9868712,0.588962,0.116986871,7.76006058,21.64931553
17.05.2023,4,D,E12,C. Spp.,20,20,1118.18,161.9357137,1.11818,0.161935714,7.76006058,2.577299467
17.05.2023,4,D,E12,B.c.,1,1,325.5,0,0.3255,0,7.76006058,0.128864973
17.05.2023,4,D,E12,B.l.,1,1,261.6,0,0.2616,0,7.76006058,0.128864973
17.05.2023,4,D,E12,Cerio. Quad.,2,2,640,48.7903679,0.64,0.048790368,7.76006058,0.257729947
17.05.2023,4,D,E12,Chid. Sphaericus,1,1,398.8,0,0.3988,0,7.76006058,0.128864973
17.05.2023,4,D,E14,N,302,100,205.246,58.18295321,0.205246,0.058182953,11.49638604,26.26912482
17.05.2023,4,D,E14,E.g.,185,100,772.807,94.99460405,0.772807,0.094994604,11.49638604,16.09201355
17.05.2023,4,D,E14,Eud. Cop.,177,100,433.349,64.51500569,0.433349,0.064515006,11.49638604,15.39614269
17.05.2023,4,D,E14,Diaphanosoma,1,1,746.7,0,0.7467,0,11.49638604,0.086983857
17.05.2023,4,D,E14,cyclo. Cop.,11,11,506.6818182,142.6645563,0.506681818,0.142664556,11.49638604,0.956822427
17.05.2023,4,D,E14,C. Spp.,1,1,1177,0,1.177,0,11.49638604,0.086983857
17.05.2023,4,D,E14,B.c.,2,2,345.5,69.01362184,0.3455,0.069013622,11.49638604,0.173967714
17.05.2023,4,D,E14,B.l.,2,2,293.4,48.50752519,0.2934,0.048507525,11.49638604,0.173967714
17.05.2023,4,D,E14,Chid. Sphaericus,1,1,192,0,0.192,0,11.49638604,0.086983857
17.05.2023,4,D,E16,N,285,100,207.589,50.23181192,0.207589,0.050231812,6.602210271,43.16736188
17.05.2023,4,D,E16,E.g.,216,100,842.727,133.499146,0.842727,0.133499146,6.602210271,32.71631637
17.05.2023,4,D,E16,Eud. Cop.,188,100,528.309,84.7862602,0.528309,0.08478626,6.602210271,28.4753124
17.05.2023,4,D,E16,cyclo. Cop.,125,100,552.496,120.8077552,0.552496,0.120807755,6.602210271,18.93305346
17.05.2023,4,D,E16,C. Spp.,2,2,1124.4,124.3093721,1.1244,0.124309372,6.602210271,0.302928855
17.05.2023,4,D,E16,B.l.,1,1,268.5,0,0.2685,0,6.602210271,0.151464428
17.05.2023,4,D,E16,Chid. Sphaericus,1,1,330.3,0,0.3303,0,6.602210271,0.151464428
17.05.2023,4,D,E17,N,112,100,260.452,68.13326437,0.260452,0.068133264,3.969226389,28.21708541
17.05.2023,4,D,E17,cyclo. Cop.,126,100,596.862,123.2751253,0.596862,0.123275125,3.969226389,31.74422108
17.05.2023,4,D,E17,E.g.,107,100,944.688,105.1591668,0.944688,0.105159167,3.969226389,26.95739409
17.05.2023,4,D,E17,Eud. Cop.,31,31,537.7193548,83.82342719,0.537719355,0.083823427,3.969226389,7.810086139
17.05.2023,4,D,E17,C. Spp.,7,7,1024.014286,135.3568916,1.024014286,0.135356892,3.969226389,1.763567838
17.05.2023,4,D,E17,B.l.,3,3,398.4333333,153.7649613,0.398433333,0.153764961,3.969226389,0.755814788
17.05.2023,4,D,E17,Alona spp.,1,1,1009.2,0,1.0092,0,3.969226389,0.251938263
17.05.2023,4,D,E17,B.c.,1,1,492,0,0.492,0,3.969226389,0.251938263
17.05.2023,4,D,E18,N,146,100,223.909,64.76509238,0.223909,0.064765092,11.51903902,12.67466841
17.05.2023,4,D,E18,E.g.,67,67,866.9119403,112.4682925,0.86691194,0.112468293,11.51903902,5.816457421
17.05.2023,4,D,E18,Eud. Cop.,132,100,510.16,105.5886769,0.51016,0.105588677,11.51903902,11.45928925
17.05.2023,4,D,E18,Alona spp.,2,2,195.2,36.62813127,0.1952,0.036628131,11.51903902,0.173625595
17.05.2023,4,D,E18,cyclo. Cop.,40,40,616.2075,168.0455164,0.6162075,0.168045516,11.51903902,3.472511893
17.05.2023,4,D,E18,C. Spp.,1,1,929.5,0,0.9295,0,11.51903902,0.086812797
17.05.2023,4,D,E18,B.l.,65,65,285.9076923,56.72570049,0.285907692,0.0567257,11.51903902,5.642831826
17.05.2023,4,D,E19,N,221,100,202.688,61.00251076,0.202688,0.061002511,4.754293638,46.48429753
17.05.2023,4,D,E19,Eud. Cop.,123,100,437.727,56.55771854,0.437727,0.056557719,4.754293638,25.87135111
17.05.2023,4,D,E19,E.g.,122,100,787.313,106.9999449,0.787313,0.106999945,4.754293638,25.66101493
17.05.2023,4,D,E19,cyclo. Cop.,39,39,440.5,81.01940638,0.4405,0.081019406,4.754293638,8.203111329
17.05.2023,4,D,E19,B.l.,4,4,266.6,21.22844004,0.2666,0.02122844,4.754293638,0.841344752
17.05.2023,4,D,E19,C. Spp.,1,1,970.5,0,0.9705,0,4.754293638,0.210336188
17.05.2023,4,D,E19,Cerio. Quad.,1,1,559.5,0,0.5595,0,4.754293638,0.210336188
17.05.2023,4,D,E23,N,270,100,193.952,54.12237439,0.193952,0.054122374,4.522100619,59.70676523
17.05.2023,4,D,E23,E.g.,144,100,787.894,104.3778575,0.787894,0.104377857,4.522100619,31.84360812
17.05.2023,4,D,E23,Eud. Cop.,206,100,487.742,83.73117057,0.487742,0.083731171,4.522100619,45.55405051
17.05.2023,4,D,E23,Diaphanosoma,1,1,841.9,0,0.8419,0,4.522100619,0.221136168
17.05.2023,4,D,E23,cyclo. Cop.,87,87,590.0183908,114.6197845,0.590018391,0.114619785,4.522100619,19.23884657
17.05.2023,4,D,E23,B.l.,10,10,266.96,24.22460641,0.26696,0.024224606,4.522100619,2.211361675
17.05.2023,4,D,E24,N,138,100,170.307,55.02883038,0.170307,0.05502883,3.567843945,38.67882176
17.05.2023,4,D,E24,cyclo. Cop.,114,100,497.988,110.644978,0.497988,0.110644978,3.567843945,31.95207015
17.05.2023,4,D,E24,Eud. Cop.,72,72,457.9805556,74.24134537,0.457980556,0.074241345,3.567843945,20.18025483
17.05.2023,4,D,E24,E.g.,55,55,782.5018182,110.4131408,0.782501818,0.110413141,3.567843945,15.41547244
17.05.2023,4,D,E24,B.l.,8,8,247.925,6.759067983,0.247925,0.006759068,3.567843945,2.242250537
17.05.2023,4,D,E24,B.c.,3,3,440.2333333,147.2155336,0.440233333,0.147215534,3.567843945,0.840843951
17.05.2023,4,D,E24,Diaphanosoma,1,1,569.5,0,0.5695,0,3.567843945,0.280281317
17.05.2023,4,D,E24,Chid. Sphaericus,1,1,238.5,0,0.2385,0,3.567843945,0.280281317
17.05.2023,4,D,L01,N,384,100,199.809,66.41649895,0.199809,0.066416499,14.58285422,26.33229368
17.05.2023,4,D,L01,E.g.,6,6,943.8166667,103.0112502,0.943816667,0.10301125,14.58285422,0.411442089
17.05.2023,4,D,L01,E.l.,33,33,975.6848485,94.81913085,0.975684848,0.094819131,14.58285422,2.262931488
17.05.2023,4,D,L01,Eud. Cop.,51,51,556.3490196,109.3167057,0.55634902,0.109316706,14.58285422,3.497257755
17.05.2023,4,D,L01,Eur. Cop.,24,24,705.2291667,97.1105577,0.705229167,0.097110558,14.58285422,1.645768355
17.05.2023,4,D,L01,Daphnia longispina,8,8,661.7375,122.5795128,0.6617375,0.122579513,14.58285422,0.548589452
17.05.2023,4,D,L01,cyclo. Cop.,119,100,528.198,96.7231444,0.528198,0.096723144,14.58285422,8.160268094
17.05.2023,4,D,L01,B.c.,36,36,430.5138889,82.24388524,0.430513889,0.082243885,14.58285422,2.468652533
17.05.2023,4,D,L01,B.l.,81,81,314.7135802,61.51805579,0.31471358,0.061518056,14.58285422,5.554468198
17.05.2023,4,D,L01,Chid. Sphaericus,1,1,286.2,0,0.2862,0,14.58285422,0.068573681
23.05.2023,5,D,E01,N,399,100,209.836,65.98991585,0.209836,0.065989916,6.642985631,60.06335437
23.05.2023,5,D,E01,E.g.,97,97,836.414433,94.56993002,0.836414433,0.09456993,6.642985631,14.6018681
23.05.2023,5,D,E01,Eud. Cop.,182,100,577.554,87.46814649,0.577554,0.087468146,6.642985631,27.39731954
23.05.2023,5,D,E01,Diaphanosoma,1,1,424.6,0,0.4246,0,6.642985631,0.150534723
23.05.2023,5,D,E01,Alona spp.,1,1,497.1,0,0.4971,0,6.642985631,0.150534723
23.05.2023,5,D,E01,cyclo. Cop.,93,93,543.8849462,172.0399315,0.543884946,0.172039932,6.642985631,13.99972921
23.05.2023,5,D,E01,C. Spp.,10,10,1071.18,151.2329094,1.07118,0.151232909,6.642985631,1.505347227
23.05.2023,5,D,E01,B.c.,1,1,400.2,0,0.4002,0,6.642985631,0.150534723
23.05.2023,5,D,E01,Chid. Sphaericus,9,9,321.7666667,65.61341326,0.321766667,0.065613413,6.642985631,1.354812505
23.05.2023,5,D,E02,N,182,100,212.282,53.38122543,0.212282,0.053381225,3.343579468,54.43268262
23.05.2023,5,D,E02,Eud. Cop.,109,100,535.399,99.66580672,0.535399,0.099665807,3.343579468,32.59979344
23.05.2023,5,D,E02,E.g.,50,50,889.888,99.63012953,0.889888,0.09963013,3.343579468,14.95403369
23.05.2023,5,D,E02,cyclo. Cop.,11,11,711.4,194.3155475,0.7114,0.194315547,3.343579468,3.289887411
23.05.2023,5,D,E02,Diaphanosoma,6,6,467.6166667,119.5202312,0.467616667,0.119520231,3.343579468,1.794484042
23.05.2023,5,D,E02,B.c.,3,3,333.3333333,14.58778027,0.333333333,0.01458778,3.343579468,0.897242021
23.05.2023,5,D,E07,N,103,100,196.72,64.89036753,0.19672,0.064890368,2.364404519,43.56276567
23.05.2023,5,D,E07,Eud. Cop.,121,100,554.591,86.90472212,0.554591,0.086904722,2.364404519,51.17567617
23.05.2023,5,D,E07,E.g.,64,64,852.9515625,66.31283481,0.852951563,0.066312835,2.364404519,27.06812624
23.05.2023,5,D,E07,cyclo. Cop.,13,13,580.8692308,47.05256608,0.580869231,0.047052566,2.364404519,5.498213142
23.05.2023,5,D,E07,Diaphanosoma,7,7,555.0857143,204.7905388,0.555085714,0.204790539,2.364404519,2.960576307
23.05.2023,5,D,E07,Cerio. Quad.,3,3,469.7333333,136.8187244,0.469733333,0.136818724,2.364404519,1.268818417
23.05.2023,5,D,E08,N,33,33,214.0575758,64.59001969,0.214057576,0.06459002,3.648545177,9.044700942
23.05.2023,5,D,E08,B.l.,212,100,267.566,48.17941264,0.267566,0.048179413,3.648545177,58.10535151
23.05.2023,5,D,E08,Eud. Cop.,44,44,647.2227273,105.815049,0.647222727,0.105815049,3.648545177,12.05960126
23.05.2023,5,D,E08,E.g.,30,30,960.62,118.1307908,0.96062,0.118130791,3.648545177,8.222455402
23.05.2023,5,D,E08,cyclo. Cop.,11,11,648.0090909,120.3520873,0.648009091,0.120352087,3.648545177,3.014900314
23.05.2023,5,D,E08,C. Spp.,4,4,1261.575,133.8642938,1.261575,0.133864294,3.648545177,1.096327387
23.05.2023,5,D,E09,N,206,100,243.496,58.13931878,0.243496,0.058139319,5.834274336,35.30858992
23.05.2023,5,D,E09,E.g.,150,100,1022.906,72.93425546,1.022906,0.072934255,5.834274336,25.71013829
23.05.2023,5,D,E09,Eud. Cop.,118,100,566.853,134.8057341,0.566853,0.134805734,5.834274336,20.22530879
23.05.2023,5,D,E09,cyclo. Cop.,27,27,627.8296296,148.1700603,0.62782963,0.14817006,5.834274336,4.627824892
23.05.2023,5,D,E09,C. Spp.,13,13,1356.615385,178.661798,1.356615385,0.178661798,5.834274336,2.228211985
23.05.2023,5,D,E09,B.l.,46,46,262.3695652,43.37233563,0.262369565,0.043372336,5.834274336,7.884442408
23.05.2023,5,D,E10,N,150,100,179.076,56.90115143,0.179076,0.056901151,1.616856264,92.77262509
23.05.2023,5,D,E10,Eud. Cop.,175,100,538.85,82.10891449,0.53885,0.082108914,1.616856264,108.2347293
23.05.2023,5,D,E10,cyclo. Cop.,122,100,573.86,128.6676087,0.57386,0.128667609,1.616856264,75.45506841
23.05.2023,5,D,E10,E.g.,83,83,883.7855422,106.5808043,0.883785542,0.106580804,1.616856264,51.33418589
23.05.2023,5,D,E10,B.l.,23,23,349.0217391,83.92682395,0.349021739,0.083926824,1.616856264,14.22513585
23.05.2023,5,D,E10,Chid. Sphaericus,3,3,237.7666667,11.25092589,0.237766667,0.011250926,1.616856264,1.855452502
23.05.2023,5,D,E10,C. Spp.,2,2,1168.9,386.7874093,1.1689,0.386787409,1.616856264,1.236968335
23.05.2023,5,D,E10,Diaphanosoma,1,1,473.2,0,0.4732,0,1.616856264,0.618484167
23.05.2023,5,D,E12,N,141,100,219.41,66.0411985,0.21941,0.066041198,7.76006058,18.16996125
23.05.2023,5,D,E12,E.g.,44,44,905.5409091,95.27213487,0.905540909,0.095272135,7.76006058,5.670058828
23.05.2023,5,D,E12,Eud. Cop.,177,100,568.188,99.5099338,0.568188,0.099509934,7.76006058,22.80910029
23.05.2023,5,D,E12,Diaphanosoma,7,7,516.8428571,238.8627281,0.516842857,0.238862728,7.76006058,0.902054814
23.05.2023,5,D,E12,cyclo. Cop.,93,93,640.6795699,167.1829495,0.64067957,0.167182949,7.76006058,11.98444252
23.05.2023,5,D,E12,C. Spp.,20,20,1129,138.4649718,1.129,0.138464972,7.76006058,2.577299467
23.05.2023,5,D,E12,B.l.,1,1,366.2,0,0.3662,0,7.76006058,0.128864973
23.05.2023,5,D,E12,Cerio. Quad.,1,1,575,0,0.575,0,7.76006058,0.128864973
23.05.2023,5,D,E12,Chid. Sphaericus,8,8,280.3,23.03053873,0.2803,0.023030539,7.76006058,1.030919787
23.05.2023,5,D,E14,N,54,54,250.5833333,67.80717041,0.250583333,0.06780717,3.448915813,15.65709426
