date,week,time_of_day,enclosure,taxon,length_um
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,670.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,785.9
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,560.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,902.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,606.7
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,820.4
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,785.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,517.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,594.5
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,657.2
03.05.2023,2,D,L01,Eurytemora Copepoditstadien,839.9
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,521.5
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,820.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,815.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,646
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,604
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,820
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,649.9
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,452.7
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,475.8
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,481.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,809.4
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,489.7
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,590.5
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,575
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,570.5
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,600.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,619.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,747
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,493.8
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,497.8
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,503.3
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,505.1
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,732.5
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,633.4
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,534.7
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,523
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,607.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,502.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,525
03.05.2023,2,D,L01,Bosmina coregoni coregoni,549.9
03.05.2023,2,D,L01,Bosmina coregoni coregoni,475.6
03.05.2023,2,D,L01,Bosmina coregoni coregoni,444.2
03.05.2023,2,D,L01,Bosmina coregoni coregoni,446.2
03.05.2023,2,D,L01,Bosmina coregoni coregoni,400.1
03.05.2023,2,D,L01,Bosmina coregoni coregoni,348.3
03.05.2023,2,D,L01,Bosmina coregoni coregoni,396.8
03.05.2023,2,D,L01,Bosmina coregoni coregoni,394.5
03.05.2023,2,D,L01,Bosmina coregoni coregoni,365.8
03.05.2023,2,D,L01,Bosmina coregoni coregoni,460.3
03.05.2023,2,D,L01,Bosmina coregoni coregoni,533
03.05.2023,2,D,L01,Bosmina coregoni coregoni,368.7
03.05.2023,2,D,L01,Bosmina coregoni coregoni,440.3
03.05.2023,2,D,L01,Bosmina coregoni coregoni,355.2
03.05.2023,2,D,L01,Bosmina coregoni coregoni,464.8
03.05.2023,2,D,L01,Bosmina coregoni coregoni,477.2
03.05.2023,2,D,L01,Bosmina coregoni coregoni,405.1
03.05.2023,2,D,L01,Bosmina coregoni coregoni,293
03.05.2023,2,D,L01,Bosmina coregoni coregoni,528.2
03.05.2023,2,D,L01,Bosmina coregoni coregoni,400.5
03.05.2023,2,D,L01,Bosmina coregoni coregoni,397.3
03.05.2023,2,D,L01,Bosmina coregoni coregoni,415
03.05.2023,2,D,L01,Bosmina longirostris,291.6
03.05.2023,2,D,L01,Bosmina longirostris,503.7
03.05.2023,2,D,L01,Bosmina longirostris,367
03.05.2023,2,D,L01,Bosmina longirostris,304.1
03.05.2023,2,D,L01,Bosmina longirostris,258.2
03.05.2023,2,D,L01,Bosmina longirostris,373.5
03.05.2023,2,D,L01,Bosmina longirostris,236.1
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,424
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,664.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,456.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,644
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,617
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,666.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,618.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,476.1
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,631
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,676.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,442.3
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,692.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,700
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,651
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,486.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,602.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,632.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,586
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,579.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,428.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,605
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,513
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,694.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,701.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,590.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,742.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,412.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,703.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,631.4
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,658
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,576.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,412.1
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,645.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,590.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,589
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,477.3
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,436.8
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,724.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,596.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,766.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,600.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,596.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,571.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,515
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,583.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,601.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,706.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,718.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,584.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,649.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,682.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,581.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,508.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,665.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,725.4
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,673.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,667.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,594.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,405.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,635.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,590.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,581.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,622.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,463.1
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,718.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,683.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,555.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,604
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,608.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,682.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,608.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,743.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,669.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,696.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,388.1
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,569.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,596
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,576.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,691.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,564.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,676.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,580.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,626.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,610.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,681
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,670.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,595.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,597
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,665.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,606.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,518.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,699.2
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,790.7
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,746.9
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,699.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,599.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,428.5
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,573
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,726
03.05.2023,2,D,L01,cyclopoide Copepoditstadien,738.5
03.05.2023,2,D,L01,Eudiaptomus gracilis,1004.9
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,516.7
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,818.5
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,580.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,578.9
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,672.4
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,834.2
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,587.4
03.05.2023,2,D,L01,Eudiaoptums Copepoditstadien ,606.4
03.05.2023,2,D,L01,Eudiaptomus gracilis,917.4
03.05.2023,2,D,L01,Eudiaptomus gracilis,943.5
03.05.2023,2,D,L01,Eudiaptomus gracilis,916.4
10.05.2023,3,D,E01,Nauplien,225
10.05.2023,3,D,E01,Nauplien,268.2
10.05.2023,3,D,E01,Nauplien,128.3
10.05.2023,3,D,E01,Nauplien,222.6
10.05.2023,3,D,E01,Nauplien,251.1
10.05.2023,3,D,E01,Nauplien,160.6
10.05.2023,3,D,E01,Nauplien,230.8
10.05.2023,3,D,E01,Nauplien,162.6
10.05.2023,3,D,E01,Nauplien,100.5
10.05.2023,3,D,E01,Nauplien,173.8
10.05.2023,3,D,E01,Nauplien,163.3
10.05.2023,3,D,E01,Nauplien,154.3
10.05.2023,3,D,E01,Nauplien,123.1
10.05.2023,3,D,E01,Nauplien,124.8
10.05.2023,3,D,E01,Nauplien,165.3
10.05.2023,3,D,E01,Nauplien,139.1
10.05.2023,3,D,E01,Nauplien,232
10.05.2023,3,D,E01,Nauplien,113.8
10.05.2023,3,D,E01,Nauplien,143.6
10.05.2023,3,D,E01,Nauplien,167.5
10.05.2023,3,D,E01,Nauplien,212.3
10.05.2023,3,D,E01,Nauplien,181.3
10.05.2023,3,D,E01,Nauplien,195
10.05.2023,3,D,E01,Nauplien,167.8
10.05.2023,3,D,E01,Nauplien,195.6
10.05.2023,3,D,E01,Nauplien,225.5
10.05.2023,3,D,E01,Nauplien,196.6
10.05.2023,3,D,E01,Nauplien,213.8
10.05.2023,3,D,E01,Nauplien,214.1
10.05.2023,3,D,E01,Nauplien,119.5
10.05.2023,3,D,E01,Nauplien,149.6
10.05.2023,3,D,E01,Nauplien,225.3
10.05.2023,3,D,E01,Nauplien,197.6
10.05.2023,3,D,E01,Nauplien,227.3
10.05.2023,3,D,E01,Nauplien,100
10.05.2023,3,D,E01,Nauplien,128.1
10.05.2023,3,D,E01,Nauplien,246.6
10.05.2023,3,D,E01,Nauplien,126.9
10.05.2023,3,D,E01,Nauplien,130.1
10.05.2023,3,D,E01,Nauplien,258
10.05.2023,3,D,E01,Nauplien,248.6
10.05.2023,3,D,E01,Nauplien,117.1
10.05.2023,3,D,E01,Nauplien,180.1
10.05.2023,3,D,E01,Nauplien,221.5
10.05.2023,3,D,E01,Nauplien,137.8
10.05.2023,3,D,E01,Nauplien,190.6
10.05.2023,3,D,E01,Nauplien,253.1
10.05.2023,3,D,E01,Nauplien,194.6
10.05.2023,3,D,E01,Nauplien,153.8
10.05.2023,3,D,E01,Nauplien,360.8
10.05.2023,3,D,E01,Nauplien,123.6
10.05.2023,3,D,E01,Nauplien,192.3
10.05.2023,3,D,E01,Nauplien,126.3
10.05.2023,3,D,E01,Nauplien,176.1
10.05.2023,3,D,E01,Nauplien,188.8
10.05.2023,3,D,E01,Nauplien,182.6
10.05.2023,3,D,E01,Nauplien,211.5
10.05.2023,3,D,E01,Nauplien,162.1
10.05.2023,3,D,E01,Nauplien,151.1
10.05.2023,3,D,E01,Nauplien,254.8
10.05.2023,3,D,E01,Nauplien,191.6
10.05.2023,3,D,E01,Nauplien,125.5
10.05.2023,3,D,E01,Nauplien,141.3
10.05.2023,3,D,E01,Nauplien,158.3
10.05.2023,3,D,E01,Nauplien,200.1
10.05.2023,3,D,E01,Nauplien,127
10.05.2023,3,D,E01,Nauplien,156.8
10.05.2023,3,D,E01,Nauplien,121.6
10.05.2023,3,D,E01,Nauplien,278.5
10.05.2023,3,D,E01,Nauplien,278.1
10.05.2023,3,D,E01,Nauplien,206
10.05.2023,3,D,E01,Nauplien,147.8
10.05.2023,3,D,E01,Nauplien,334.2
10.05.2023,3,D,E01,Nauplien,147.8
10.05.2023,3,D,E01,Nauplien,155.3
10.05.2023,3,D,E01,Nauplien,266.8
10.05.2023,3,D,E01,Nauplien,154.1
10.05.2023,3,D,E01,Nauplien,172.1
10.05.2023,3,D,E01,Nauplien,219.8
10.05.2023,3,D,E01,Nauplien,155.1
10.05.2023,3,D,E01,Nauplien,214.3
10.05.2023,3,D,E01,Nauplien,122.8
10.05.2023,3,D,E01,Nauplien,272.2
10.05.2023,3,D,E01,Nauplien,160.1
10.05.2023,3,D,E01,Nauplien,145.5
10.05.2023,3,D,E01,Nauplien,218.6
10.05.2023,3,D,E01,Nauplien,167.6
10.05.2023,3,D,E01,Nauplien,265.6
10.05.2023,3,D,E01,Nauplien,238.8
10.05.2023,3,D,E01,Nauplien,147.6
10.05.2023,3,D,E01,Nauplien,270.6
10.05.2023,3,D,E01,Nauplien,278
10.05.2023,3,D,E01,Nauplien,127.8
10.05.2023,3,D,E01,Nauplien,227.1
10.05.2023,3,D,E01,Nauplien,195.3
10.05.2023,3,D,E01,Nauplien,114.5
10.05.2023,3,D,E01,Nauplien,195.1
10.05.2023,3,D,E01,Nauplien,206
10.05.2023,3,D,E01,Nauplien,165.6
10.05.2023,3,D,E01,Nauplien,189.8
10.05.2023,3,D,E01,Eudiaptomus gracilis,770.4
10.05.2023,3,D,E01,Eudiaptomus gracilis,883.9
10.05.2023,3,D,E01,Eudiaptomus gracilis,920.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,874.4
10.05.2023,3,D,E01,Eudiaptomus gracilis,862.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,884
10.05.2023,3,D,E01,Eudiaptomus gracilis,726.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,702.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,690.9
10.05.2023,3,D,E01,Eudiaptomus gracilis,589.4
10.05.2023,3,D,E01,Eudiaptomus gracilis,697.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,733.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,591
10.05.2023,3,D,E01,Eudiaptomus gracilis,855.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,876
10.05.2023,3,D,E01,Eudiaptomus gracilis,851.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,862.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,719.9
10.05.2023,3,D,E01,Eudiaptomus gracilis,914
10.05.2023,3,D,E01,Eudiaptomus gracilis,839.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,784.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,776.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,780.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,777.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,784.4
10.05.2023,3,D,E01,Eudiaptomus gracilis,817
10.05.2023,3,D,E01,Eudiaptomus gracilis,845.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,812
10.05.2023,3,D,E01,Eudiaptomus gracilis,729.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,698.9
10.05.2023,3,D,E01,Eudiaptomus gracilis,688
10.05.2023,3,D,E01,Eudiaptomus gracilis,770.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,961.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,958.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,810.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,887.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,637.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,853.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,872
10.05.2023,3,D,E01,Eudiaptomus gracilis,757.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,758.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,755
10.05.2023,3,D,E01,Eudiaptomus gracilis,651.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,670.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,732
10.05.2023,3,D,E01,Eudiaptomus gracilis,599
10.05.2023,3,D,E01,Eudiaptomus gracilis,551.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,796.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,854.2
10.05.2023,3,D,E01,Eudiaptomus gracilis,740.9
10.05.2023,3,D,E01,Eudiaptomus gracilis,859.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,800.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,643.5
10.05.2023,3,D,E01,Eudiaptomus gracilis,870.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,719.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,854.7
10.05.2023,3,D,E01,Eudiaptomus gracilis,758.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,611.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,582
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,484.8
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,520.4
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,488.6
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,652.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,401.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,535.4
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,589.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,499.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,542.4
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,629.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,604.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,563.4
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,664.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,625.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,435.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,424.3
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,599.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,608
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,555.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,664
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,536.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,520.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,525.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,500
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,487.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,549.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,643
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,517.9
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,495
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,526.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,514.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,488
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,521.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,502.8
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,491.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,499.8
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,527.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,414.8
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,354.1
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,605.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,570.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,586.9
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,627.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,628.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,500.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,496.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,625.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,419.3
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,413.3
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,405.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,588.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,580.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,579
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,563.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,530.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,581.5
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,418.2
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,435.7
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,394.8
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,388.3
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,588
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,493.6
10.05.2023,3,D,E01,Eudiaoptums Copepoditstadien ,428.1
10.05.2023,3,D,E01,Cyclops spp.,1007.2
10.05.2023,3,D,E01,Cyclops spp.,910.5
10.05.2023,3,D,E01,Cyclops spp.,1521.4
10.05.2023,3,D,E01,Cyclops spp.,1124.9
10.05.2023,3,D,E01,Cyclops spp.,1142.5
10.05.2023,3,D,E01,Cyclops spp.,1042.5
10.05.2023,3,D,E01,Cyclops spp.,1003.4
10.05.2023,3,D,E01,Cyclops spp.,1266.9
10.05.2023,3,D,E01,Cyclops spp.,847.9
10.05.2023,3,D,E01,Cyclops spp.,1005.9
10.05.2023,3,D,E01,Cyclops spp.,1021.9
10.05.2023,3,D,E01,Cyclops spp.,1197.4
10.05.2023,3,D,E01,Cyclops spp.,1196
10.05.2023,3,D,E01,Cyclops spp.,1333.9
10.05.2023,3,D,E01,Cyclops spp.,1042.6
10.05.2023,3,D,E01,Cyclops spp.,1173.1
10.05.2023,3,D,E01,Cyclops spp.,1453.3
10.05.2023,3,D,E01,Cyclops spp.,1012.2
10.05.2023,3,D,E01,Cyclops spp.,868.7
10.05.2023,3,D,E01,Cyclops spp.,1363.8
10.05.2023,3,D,E01,Cyclops spp.,1219.8
10.05.2023,3,D,E01,Cyclops spp.,1228.6
10.05.2023,3,D,E01,Cyclops spp.,1003.5
10.05.2023,3,D,E01,Cyclops spp.,1054.1
10.05.2023,3,D,E01,Cyclops spp.,1258.3
10.05.2023,3,D,E01,Cyclops spp.,1060.8
10.05.2023,3,D,E01,Cyclops spp.,1548
10.05.2023,3,D,E01,Cyclops spp.,1062.5
10.05.2023,3,D,E01,Cyclops spp.,1169.4
10.05.2023,3,D,E01,Cyclops spp.,1262.4
10.05.2023,3,D,E01,Cyclops spp.,1166
10.05.2023,3,D,E01,Cyclops spp.,1206.4
10.05.2023,3,D,E01,Cyclops spp.,1056
10.05.2023,3,D,E01,Cyclops spp.,1286.5
10.05.2023,3,D,E01,Cyclops spp.,1073.9
10.05.2023,3,D,E01,Cyclops spp.,1260.8
10.05.2023,3,D,E01,Cyclops spp.,1265.4
10.05.2023,3,D,E01,Cyclops spp.,759.5
10.05.2023,3,D,E01,Cyclops spp.,1232
10.05.2023,3,D,E01,Cyclops spp.,1060
10.05.2023,3,D,E01,Cyclops spp.,1009.7
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,444.8
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,711.5
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,852
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,447.7
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,465.1
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,743.4
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,550
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,574.5
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,519.7
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,472.2
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,463.3
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,799
10.05.2023,3,D,E01,cyclopoide Copepoditstadien,767.5
